type,commenter,comment,source_index,date_time,ip
→,kkkk1234,有誤申報消費回饋,68,01/12 00:28,
推,Kazamatsuri,可是我綁支付試刷時開折抵的1點x2變成現金入帳後 該,68,01/12 00:32,
→,Kazamatsuri,年的所得稅申報資料裡就有這兩塊錢 XD,68,01/12 00:32,
→,kkkk1234,要看N點的來源,68,01/12 00:38,
推,BabyWolf,因為將來開始給的N點就是新戶禮啊 k大是說消費回饋不算,68,01/12 00:38,
→,kkkk1234,我直接貼圖,68,01/12 00:53,
→,kkkk1234,所有其他收入+一筆消費回饋的N點入帳明細（懶得截使用,68,01/12 00:53,
→,kkkk1234,明細） https://i.imgur.com/3wzJGvp.jpg,68,01/12 00:53,
→,kkkk1234,其他所得只有450 https://i.imgur.com/Gu89f2D.jpg,68,01/12 00:53,
推,kkkandy,退貨會退回原款，如果N點已被使用，會被記成-XX點,68,01/12 14:21,
→,kkkandy,之後如果有再刷卡取得N點，在取得的時候就會被扣去還,68,01/12 14:22,
→,AlphaMC,那新戶禮的n點所得會算在發放的年度還是使用時的年度呢？,68,01/12 14:44,
推,yaya1215,我記得是N點,68,01/19 14:21,
推,tpcjotp,有後續推,69,01/11 22:11,
推,kkkk1234,警示戶機制真的害人不淺 要讓人變成警示戶很容易 先不,69,01/11 22:11,
→,kkkk1234,說解除警示戶要花的時間跟精力 曾經被弄成警示戶對銀行,69,01/11 22:11,
→,kkkk1234,來說根本像有前科一樣,69,01/11 22:11,
→,kkkk1234,我自己在進行C2C虛擬商品交易時 深怕陷入三方詐騙 都像,69,01/11 22:11,
→,kkkk1234,是在自我審查一樣 只願意用 LINE 好友轉帳跟交貨,69,01/11 22:11,
→,ppptofff,2009的警示帳戶現在聯徵還看得到ㄛ…,69,01/11 22:11,
推,PopeVic,推分享，2009年的紀錄也太久了吧…,69,01/11 22:38,
推,Miyanishi25,推,69,01/11 22:41,
推,YIHE,好懷念以前FB自由買賣東西，那時完全不怕，現在完全怕死，,69,01/11 22:48,
→,YIHE,連帳號也變個資保護的好好的。,69,01/11 22:48,
推,jack168168tw,推,69,01/11 23:35,
→,fireguard119,警示帳戶都解除這麼久了為何還要紀錄？,69,01/12 01:47,
推,kei1823,之前有一篇好像有類似的討論，大概一個可能是銀行,69,01/12 03:21,
→,kei1823,方面自己的註記，聯徵上面是已經沒有了，這種情況,69,01/12 03:21,
→,kei1823,基本上也沒辦法，銀行愛怎麼註記是他的事,69,01/12 03:21,
→,bemaz,上篇永豐申辦是寫23年12月，這篇寫年初，然後台新沒直接告,69,01/12 07:49,
→,bemaz,知警示戶那段，而是你自己跟台新講這段，是專員看不到台新,69,01/12 07:49,
→,bemaz,審核過程只能看到結果？與其他銀行往來有問題？所以回電的,69,01/12 07:49,
→,bemaz,專員只是客服 還不是相關的審核人員？你是寫信問台新還是,69,01/12 07:49,
→,bemaz,怎樣台新怎?主動打給你？一般沒過 銀行不就不再聯絡了,69,01/12 07:49,
→,iueeng,而且原po開永豐之前還有其他銀行開戶，為何那些銀行也沒,69,01/12 08:15,
→,iueeng,發現之前郵局的問題,69,01/12 08:15,
推,lf2net4589,警示帳戶真的很不合理，1元告詐欺也能讓資產10億暫時,69,01/12 10:00,
→,lf2net4589,凍結使用，根本不合比例,69,01/12 10:00,
→,lf2net4589,結果凍結帳戶的成罪比率也不過30%,69,01/12 10:00,
推,DFIGHT,因為沒人知道被詐騙的時候 轉帳1元 就可以讓詐騙忙死 他,69,01/12 11:02,
→,DFIGHT,們每天都在拿筆電插著金融卡檢查這張有沒有列為警示,69,01/12 11:02,
推,hsupeter92,沒辦法，不馬上列為警示帳戶就有可能直接洗光了，兩,69,01/12 11:11,
→,hsupeter92,難,69,01/12 11:11,
→,pippen2002,我不小欣點一點就開成功耶,69,01/14 20:30,
推,hellojacky12,謝謝你的分享喔,69,01/15 20:26,
→,aloness,30%非常高了…,69,01/15 20:55,
推,khsjds,去現場結清就好了，都可以當天領出，信用卡不影響,70,01/14 00:15,
→,khsjds,我只留不用帳管的NFCU，後來開了SoFi也很方便,70,01/14 00:15,
→,khsjds,倒沒有試過線上關，也忘了為什麼…大概覺得現場直接吧,70,01/14 00:17,
推,BabyWolf,沒有不能到0吧 我是沒這樣領過 不過從其他美國帳戶發動,70,01/14 00:18,
→,BabyWolf,ACH讓花旗餘額暫時變0是可以的,70,01/14 00:18,
→,cityport,全部ACH轉出..確認帳戶餘額為0..打電話關戶,70,01/14 03:00,
→,cityport,你現在不關..明年底改免月費方式更麻煩,70,01/14 03:01,
→,peter98,a.1到branch關帳戶時他會問你要現金還是支票，當場給.,70,01/14 06:09,
→,peter98,a.2 登入其他有支援Zelle的帳戶，綁定那個帳戶，原本Citi,70,01/14 06:09,
→,peter98,的Zelle就解除了  a.3無關  b.電話關的話只能把餘額用支,70,01/14 06:10,
→,peter98,"票""寄""給你 其實很麻煩 你先用ACH把錢轉走在打電話",70,01/14 06:11,
→,peter98,轉錢之前先在打電話打Citi客服說要關帳戶，看能不能這樣,70,01/14 06:11,
→,peter98,關 確定後再把錢轉走 免得之後才發現不能在台灣打電話關,70,01/14 06:12,
→,peter98,花旗那個爛IT  不是你能容忍的 XD,70,01/14 06:13,
推,jfw616,把錢領出來...,70,01/14 07:41,
→,jfw616,沒錢之後會自動關閉,70,01/14 07:42,
→,bnn,我那時候關戶是帳戶扣一扣匯款手續費後歸零 匯回台灣,70,01/14 12:03,
→,bnn,現場branch都會幫你算完處理好的 總之不要搞到之後追繳帳管費,70,01/14 12:04,
→,pippen2002,有錢真好~~羨慕~!,70,01/14 20:30,
推,kevin190,直接去現場結清，他會退給你現金,70,01/15 22:53,
推,ryanlei,先把錢轉到0再關戶沒問題，而且可以透過電話客服關戶,70,01/17 23:42,
→,ryanlei,已經在台灣關過好幾個美國銀行帳戶了，驗證是本人就行,70,01/17 23:43,
噓,tornado1621,放我這,71,01/14 08:41,
噓,willieliu,我們這,71,01/14 08:56,
→,DFIGHT,應該沒有,71,01/14 09:06,
推,superfo,樂天如果這個月解任務是下個月才開始有高利，可以開bank,71,01/14 09:08,
→,superfo,ee，1.31無上限,71,01/14 09:08,
推,newforte,轉成短債 高利保本,71,01/14 09:24,
推,s1011282,bankee,71,01/14 09:53,
噓,qmars,https://i.imgur.com/Hbdvnu7.jpg,71,01/14 09:57,
噓,Garrys,?,71,01/14 09:58,
噓,smove,丟高息月配ETF,71,01/14 10:00,
噓,johnny1976,直接砸房會再飊4年餒,71,01/14 10:05,
噓,ivanami,床底,71,01/14 10:10,
噓,olivier797,挖個洞埋起來？,71,01/14 10:13,
推,banana321,有很多可以放，但是都有限制額度,71,01/14 10:23,
噓,aa133456,銀行保險櫃,71,01/14 10:28,
→,Kenhon,歐硬美債怎麼輸 不要不信 cc,71,01/14 11:04,
噓,operatorm,中信6%,71,01/14 11:10,
→,SHENG2014,那原本500萬從哪來？藏在家裡？,71,01/14 11:11,
噓,tony870414,去問健保局能不能放健保卡裡面,71,01/14 11:15,
推,charles0939,Bankee 帳戶1.31% 無上限,71,01/14 11:38,
噓,HAPPYDOLL,id,71,01/14 11:49,
→,rufous,banker不是也有條件？,71,01/14 11:58,
→,rufous,Bankee,71,01/14 11:58,
噓,Treant,全部KY股買一輪,71,01/14 12:03,
噓,leito,金爐,71,01/14 12:51,
噓,jasonortiz,家中水池或馬桶,71,01/14 12:58,
推,XDdong,床底下,71,01/14 13:12,
推,Shiver705,放2498阿姨那,71,01/14 13:27,
噓,ayen0422,放我這,71,01/14 13:28,
推,zo4j4,bankee沒條件,71,01/14 13:34,
推,theholyice,Bankee 就這樣,71,01/14 13:46,
噓,transverse,不爬文就是放郵局,71,01/14 14:09,
噓,luis1056379,枕頭下,71,01/14 14:14,
推,iljie,你如果要多利息就是分散到各高利活存帳戶，而且是好轉出的,71,01/14 14:14,
→,iljie,，某幾間很難用無法一次就轉出來,71,01/14 14:14,
推,hlwh,推樂天，不過這個月芥任務，下個月才開始1.35%，樂天設約轉,71,01/14 14:40,
→,hlwh,很友善。,71,01/14 14:40,
噓,garufu,2年過去了還是沒長進一直伸手文,71,01/14 15:03,
噓,wz70403,悠遊卡,71,01/14 15:10,
→,ivansailu,既然有查到樂天就應該有看到各家比較表吧?(置底文也有),71,01/14 15:22,
→,ivansailu,願意的話花時間多開幾家數帳，不願意樂天還是個可以的,71,01/14 15:23,
→,ivansailu,選項，就是要解任務，再不然就遠東bankee囉,71,01/14 15:23,
→,Sinchiest,藏冰箱,71,01/14 15:35,
噓,mx5021,all in 加密貨幣 換間更大的,71,01/14 15:43,
推,opcomtt,0050一年五趴，不放嗎？,71,01/14 16:03,
推,aj064534,imb,71,01/14 16:15,
→,concertotc,放我這裡,71,01/14 17:12,
推,justid,認真回王道比較好，還有新户優惠,71,01/14 17:23,
→,tingiy,等原PO回覆,71,01/14 17:56,
→,orange21,贊助陳泰銘買豪宅,71,01/14 17:58,
推,s1an,各大數位帳戶 放滿,71,01/14 18:27,
推,YIHE,分四份 高利活 專案定 免手續費基金 ETF,71,01/14 18:34,
噓,ghytrfvbnmju,從2021就在伸手的人，不用認真回,71,01/14 19:09,
噓,xiaokaizer,？,71,01/14 20:36,
→,xiaokaizer,https://i.imgur.com/Hbdvnu7.jpg,71,01/14 20:36,
噓,Garrys,補,71,01/14 21:08,
推,JosephChen,他不一定需要 但其他人也許會需要這個資訊,71,01/14 21:49,
→,JosephChen,假設是頭期款 推人家買股票ETF的是怎樣?,71,01/14 21:50,
推,JosephChen,另外原PO你到底是要幹嘛?一直問同樣問題?,71,01/14 21:53,
→,johnyang,莫名 先看好房子再湊錢不好嗎,71,01/15 00:18,
→,alex1973,"這種大概就是一直觀望, 然後看著房價一直上升, 然後只好",71,01/15 01:28,
→,alex1973,"一直繼續存, 越存金額越大",71,01/15 01:29,
→,alex1973,"等到絕望下決心買下去了, 房價就掉了 XD",71,01/15 01:30,
噓,TrueSlav,嗯？,71,01/15 09:07,
噓,basterds,遠東Bankee,71,01/15 09:33,
推,buffon,問就是all in航運三雄 幫你把頭款500W變成5000W  選我正解,71,01/15 11:23,
推,jenniferttw,將來銀行新戶現在最高3.5%,71,01/15 11:50,
→,whitejameswu,我頭期目前是存將來,71,01/15 12:54,
推,chang0628,樂天1.35%但要解任務，如果漏掉會很嘔，建議直接Bankee,71,01/15 15:27,
→,chang0628,1.31%每月穩穩領利息,71,01/15 15:27,
噓,a19851106,置底有沒有在看？,71,01/15 15:43,
噓,wwinterall,醒醒吧 你只有50元,71,01/15 19:14,
噓,operatorm,"放水池,放高鐵",71,01/15 19:20,
推,cutemico,你也太晚了～我當初頭期款放2330，直接多20%～現在不推,71,01/16 11:53,
→,cutemico,薦了～,71,01/16 11:53,
推,graceelinn,推個王道 現在新戶辦有6.66%利率 拿一部份去放加減賺,71,01/17 21:37,
→,graceelinn,利息,71,01/17 21:37,
→,pippen2002,或者買一張台GG不好嗎?,71,01/23 10:51,
→,pippen2002,1/16?後天?? 快去搶!我很缺錢!!,72,01/14 20:29,
→,pippen2002,我要去排隊了!! 感恩!,72,01/14 20:30,
→,HT6031,之前多到發不完我後來都拿來當礦泉水喝,72,01/14 21:38,
→,iueeng,十幾年前家人有拿過銀行的發財水，礦泉水上面有印銀行字,72,01/14 21:49,
→,iueeng,樣與財神，沒發完，就當一般礦泉水（期限內）拿來招待貴,72,01/14 21:49,
→,iueeng,賓，去年四月去銀行有拿過礦泉水後來才發現是發財水 （習,72,01/14 21:49,
→,iueeng,俗上每年農曆二月二 有人會去銀行接財水，久了銀行會順應,72,01/14 21:49,
→,iueeng,vip客戶的要求拿來服務客戶）,72,01/14 21:49,
→,prussian,以前有沒有，餵狗就知道了吧,72,01/15 12:59,
推,pl726,#打爆,72,01/15 14:37,
推,wlo1227686,我的印象中，2023年台新辦公室還在用桶裝水，該不會,72,01/15 23:17,
→,wlo1227686,是整桶拿去加持吧？,72,01/15 23:17,
→,pippen2002,發財金與平安御守 <--!!,72,01/16 21:20,
推,PitzMan,銀行也被割韭菜XD,73,01/15 19:27,
推,berserkman,台新也被割韭菜！,73,01/15 20:18,
→,Miyanishi25, 77777777777777,73,01/15 20:20,
推,cityport,蠢爆的銀行，不愧是吳家的，這德性還想吃彰銀,73,01/15 20:41,
推,justaID,銀行被割韭菜 這臉丟得有點大XD,73,01/15 22:33,
推,runrunkaka,這RM肯定有吃花酒,73,01/15 23:59,
推,missin,慶富詐貸，全民被割韭菜QQ,73,01/16 03:29,
→,fairyofmoon,高階詐騙 直接騙銀行比較快,73,01/16 11:16,
推,PitzMan,割銀行大韭菜一次就5億比較快~割散戶小韭菜比較慢...,73,01/16 15:18,
推,cobras638,台新也被割韭菜! 我有看錯嗎?,73,01/17 00:26,
推,a910n242,政府應該高薪聘請去當數位發展部部長才對，也太厲害了吧,73,01/17 15:12,
推,PitzMan,呵呵~純網銀到哪一年才要轉虧為盈...,74,01/15 21:13,
→,PitzMan,本土銀行像中信銀都賺翻了...純網銀？0.0,74,01/15 21:14,
推,cooji74115,將來銀行可以做房貸 金額跟利率都比信貸高,74,01/15 21:17,
推,PitzMan,房貸 利率比信貸高? 0.0,74,01/15 21:23,
推,dfg512,純網銀甚麼時候賺錢？,74,01/15 21:40,
推,tpcjotp,有些業務，純網銀都沒有啊，能買基金？信用卡？,74,01/15 21:43,
推,PitzMan,會不會連虧了幾年後發現玩不起來收攤走人?0.0...,74,01/15 21:46,
→,cityport,連線快要第2次減增資..一直大虧..看富邦還要不要玩下去,74,01/15 21:49,
→,cityport,當年不投資連線..這些賠掉的錢可以少辦一次現增,74,01/15 21:50,
推,stocktonty,還好啦金控拿點零用錢出來玩玩而已,74,01/15 21:50,
→,cityport,100億發給股東不好嗎? 何必扔進水裡?,74,01/15 21:57,
→,cityport,不知道100億現金對哪家金控算零用錢,74,01/15 21:57,
推,Alphaz,小小台灣那麼多家銀行  玩不下去啦,74,01/15 22:23,
推,PitzMan,俗話說：殺頭的生意有人做，賠本的生意沒人做。,74,01/15 22:25,
推,ericsg,我相信玩到最後只有將來走得下去,74,01/15 22:39,
→,ericsg,唯一一家 電信直接投資的銀行,74,01/15 22:40,
推,stocktonty,文中哪一家有虧到100億??,74,01/15 23:11,
推,qxxrbull,企金不開放注定很難走,74,01/15 23:52,
→,qxxrbull,現在純網銀能承做企金業務趨近於零,74,01/15 23:52,
→,qxxrbull,就算開放房貸其實要賺也難 很多地區建商都給自己的那幾,74,01/15 23:54,
→,qxxrbull,家銀行一條龍弄好了 只剩下中古屋有湯能喝,74,01/15 23:54,
→,qxxrbull,如果拔除跨行轉帳提款利率優惠 幾乎三家純網銀沒人想用,74,01/15 23:55,
→,qxxrbull,更別說外匯業務 道歉目前也沒有,74,01/15 23:56,
→,catuncle1,如果在台灣真的做不下去了，就承認純網銀在台灣不適合,74,01/16 00:37,
→,catuncle1,不需要為了面子硬做下去，每幾個月就告急一次,74,01/16 00:37,
→,catuncle1,要做網路版的銀行就做網銀就好了，何必非得成立純網銀,74,01/16 00:38,
推,s1an,當初如果只開放一家結果會不會好一點,74,01/16 00:54,
推,qxxrbull,只開放一家國票金就沒了,74,01/16 01:53,
→,cityport,愚蠢的錯誤政策..要求大股東是傳統金融業..還想有鯰魚,74,01/16 03:21,
→,cityport,日本能成功也不看看人家都是大商社開銀行服務自家零售業,74,01/16 03:22,
→,cityport,偏偏台灣有個很蠢的產金分離政策..你要產業如何提供商機,74,01/16 03:23,
→,cityport,明明是政府監理失能..卻怪罪產業金融交叉行銷,74,01/16 03:24,
→,cityport,結果搞了智障的產金分離..板信/陽信照樣明目張膽繼續幹,74,01/16 03:26,
→,cityport,也對..服務建商的銀行不能適用產金分離..國家支柱耶,74,01/16 03:28,
推,rainsilver,看來成本還是太高 少了一堆分行成本也沒用,74,01/16 03:28,
→,rainsilver,主要還是業務太侷限 連企金也沒有能怎麼搞,74,01/16 03:29,
→,cityport,分行的成本其實沒想像的高..總行各種成本太高才是問題,74,01/16 03:38,
→,cityport,你搞外匯企金..準備金提列/法遵/額外設備建置..這些才貴,74,01/16 03:40,
→,cityport,分行可以往2樓/地下室搬..反正氣派又不能賺錢,74,01/16 03:41,
推,rainsilver,那看起來弄純網銀也沒比傳統銀行有什麼優勢,74,01/16 07:52,
推,tonyian,房貸利率比信貸高？那他死定了阿,74,01/16 07:53,
推,tonyian,分行成本其實還是蠻高的啦，不是只有硬體，還有人/服務,74,01/16 07:56,
→,tonyian,的軟體，這現在應該加總起來也不便宜,74,01/16 07:56,
→,tonyian,只是他賺的還是沒比賠的多所以才看起來分行可能更賺,74,01/16 07:56,
推,PitzMan,分行的效益一定是利大於弊，整體來說分行還是獲利。雖然,74,01/16 08:39,
→,PitzMan,純網銀省下分行成本，但還是少了更多收入...,74,01/16 08:39,
→,PitzMan,而且純網銀根本沒有高資產財管客戶吧...,74,01/16 08:40,
→,PitzMan,存放比又這麼低...錢收越多賠越多...,74,01/16 08:40,
→,bnn,純網銀還是要和支付寶那種直接綁支付和做一堆詐欺商品才會賺,74,01/16 09:20,
推,DFIGHT,可是連線銀行的app很好用,74,01/16 10:58,
推,CCahNan,將來國家隊 安啦,74,01/16 11:22,
推,ken812025,把一堆業務鎖起來不讓網銀玩 當然虧,74,01/16 11:27,
→,cityport,日本的純網銀不是跟傳統銀行競爭..做出利基點才能賺錢,74,01/16 11:58,
→,cityport,老想著不能做傳統銀行的業務所以不賺錢..那就永遠不賺錢,74,01/16 11:58,
→,cityport,人家日本放在那裡給你抄..還能抄到全部都虧損,74,01/16 11:59,
→,tomap41017,繼續去借低利信貸跟房貸,74,01/16 12:23,
→,aq2272353712,笑死，去年以前就說會虧錢，一群鄉民還罷0我,74,01/16 12:33,
→,aq2272353712,那時一堆人還說將來不會虧錢，將來何年才不虧,74,01/16 12:34,
推,ackes,人家自己當初就說要3-5年才能開始損益兩平  樓上在急什麼,74,01/16 13:25,
→,cityport,連線下個月拿到執照滿3年,74,01/16 14:28,
→,jakai,樂天信貸利率滿不錯的呀!怎麼放款這麼少?審比較嚴?,74,01/16 16:29,
推,yeh0416,還好我只是個賺活存利息的人,74,01/16 17:40,
推,qxxrbull,很多人連有這家銀行都不知道吧,74,01/16 21:08,
→,qxxrbull,周遭認識的頂多就linebank,74,01/16 21:08,
